customer_id,age,gender,region,annual_income,tenure_months,subscription_tier,num_purchases_last_year,avg_order_value,total_spent_last_year,days_since_last_purchase,returns_last_year,email_open_rate,app_sessions_last_month,avg_session_duration_min,support_tickets_last_year,loyalty_points,referral_count,marketing_opt_in,churned
108063,46,Male,North,53700.0,9,Standard,8,30.75,246.0,63,0,0.096,13,5.51,3,473,0,1,1
108064,43,Male,South,73300.0,17,Standard,8,38.43,307.44,16,0,0.121,5,5.71,2,137,0,1,0
108065,31,Female,South,28200.0,22,Basic,7,33.34,233.38,32,0,0.183,0,2.87,1,0,1,0,1
108066,45,Male,Central,35100.0,27,Standard,7,47.66,333.62,30,0,0.621,4,14.74,1,290,0,1,0
108067,25,Male,North,28900.0,46,Basic,4,18.61,74.44,17,1,0.579,14,3.46,1,485,0,1,0
108068,47,Male,West,64100.0,22,Basic,5,38.02,190.1,29,0,0.286,7,14.83,1,68,0,0,0
108069,57,Female,East,25900.0,14,Standard,7,78.91,552.37,98,1,0.052,3,5.05,1,13,0,1,1
108070,60,Male,West,80200.0,17,Standard,7,41.04,287.28,70,1,0.27,4,10.98,1,307,1,1,1
108071,48,Male,North,53600.0,30,Basic,3,45.81,137.43,98,0,0.549,6,1.93,2,178,0,1,1
108072,21,Female,Central,15000.0,32,Standard,5,48.46,242.3,1,1,0.409,7,7.62,4,233,0,1,0
108073,42,Male,Central,45700.0,72,Standard,9,45.19,406.71,64,0,0.514,5,7.39,1,268,0,0,0
108074,67,Male,North,64200.0,22,Standard,8,28.43,227.44,2,0,0.381,3,4.2,1,0,0,0,0
108075,28,Male,South,20300.0,14,Premium,8,54.87,438.96,1,1,0.494,2,6.31,0,364,0,1,0
108076,38,Female,Central,19900.0,4,Basic,4,107.75,431.0,72,1,0.28,4,12.85,4,105,3,1,1
108077,57,Male,South,,5,Basic,5,99.61,498.05,15,1,0.262,8,3.07,0,168,0,1,1
108078,47,Male,West,47700.0,36,Basic,3,84.68,254.04,27,1,0.43,8,,1,244,0,1,0
108079,71,Female,West,72900.0,16,Basic,3,34.46,103.38,53,0,0.549,4,,1,102,0,1,0
108080,29,Male,South,50300.0,54,Standard,10,51.11,511.1,29,0,0.198,3,3.44,1,302,0,1,0
108081,26,Female,North,36400.0,5,Standard,6,133.07,798.42,6,0,0.412,14,11.6,1,374,0,1,0
108082,55,Male,South,41300.0,18,Basic,11,19.5,214.5,56,0,0.401,10,8.62,0,228,2,0,0
108083,23,Male,East,42200.0,45,Standard,7,36.47,255.29,20,0,0.27,6,12.53,2,0,1,1,0
108084,36,Male,East,65900.0,59,Basic,4,48.09,192.36,9,0,0.312,10,13.23,0,142,0,1,0
108085,38,Male,West,54000.0,38,Basic,6,50.44,302.64,74,0,0.247,9,8.12,0,305,1,1,1
108086,52,Female,East,48200.0,48,Premium,9,73.13,658.17,48,0,0.441,8,10.79,1,339,0,1,0
108087,47,Male,West,34900.0,13,Basic,2,5.0,10.0,39,1,0.434,11,4.53,1,91,2,0,1
108088,45,Female,North,41000.0,20,Standard,6,42.13,252.78,31,1,0.394,6,4.74,0,71,0,1,0
108089,34,Male,South,44600.0,61,Basic,9,16.57,149.13,25,0,0.397,8,4.9,0,82,0,0,0
108090,55,Female,North,83100.0,12,Basic,6,35.76,214.56,16,0,0.259,22,5.11,1,160,0,1,0
108091,80,Male,North,76300.0,26,Basic,2,25.0,50.0,7,0,0.653,3,3.51,1,0,1,0,0
108092,48,Male,South,47400.0,40,Premium,11,21.67,238.37,12,2,,17,4.33,0,339,2,0,0
108093,40,Female,Central,63200.0,56,Basic,4,8.42,33.68,11,0,0.343,5,8.41,1,0,0,1,0
108094,22,Female,South,25700.0,24,Basic,6,18.12,108.72,5,0,0.479,12,5.61,1,175,0,1,0
108095,31,Female,South,64300.0,20,Basic,10,65.47,654.7,25,0,0.246,0,5.07,1,247,0,0,1
108096,36,Female,West,43000.0,34,Standard,4,147.42,589.68,20,1,0.76,9,7.21,3,410,1,1,0
108097,32,Female,West,57600.0,75,Basic,4,56.81,227.24,46,0,0.228,4,0.5,1,0,0,0,0
108098,39,Male,East,53300.0,34,Basic,8,69.83,558.64,23,0,0.548,10,4.95,1,542,0,1,0
108099,62,Male,South,79700.0,35,Basic,5,31.27,156.35,18,0,0.416,6,3.0,1,75,0,1,0
108100,55,Male,South,60700.0,24,Standard,8,31.54,252.32,18,0,0.042,4,9.39,1,210,0,0,1
108101,37,Female,North,44500.0,13,Basic,7,5.0,35.0,56,0,0.4,4,9.52,0,0,0,0,1
108102,23,Female,South,38600.0,20,Premium,17,110.54,1879.18,59,1,0.54,12,13.95,0,955,1,0,1
108103,56,Female,North,75300.0,23,Basic,5,43.14,215.7,10,1,0.278,14,12.93,2,255,0,1,0
108104,38,Male,East,54400.0,20,Standard,6,93.38,560.28,40,1,0.179,11,29.06,1,318,1,0,1
108105,18,Male,Central,15000.0,25,Standard,3,43.67,131.01,16,0,0.316,6,4.33,1,0,2,1,0
108106,48,Male,South,60100.0,36,Basic,8,16.37,130.96,65,1,0.543,3,10.1,0,112,0,0,1
108107,52,Male,South,51100.0,16,Standard,5,37.52,187.6,75,0,0.222,1,10.22,0,48,1,1,1
108108,18,Male,Central,20400.0,46,Basic,3,23.83,71.49,144,0,0.358,10,29.6,0,111,0,0,1
108109,28,Non-binary,East,43900.0,34,Premium,12,96.63,1159.56,17,0,0.61,8,3.67,0,713,0,0,1
108110,38,Female,West,70800.0,27,Premium,11,73.91,813.01,34,0,0.277,2,8.57,1,397,0,1,0
108111,49,Male,Central,54200.0,22,Standard,4,68.04,272.16,51,2,0.797,7,5.01,1,100,0,0,1
108112,32,Male,West,68900.0,12,Premium,11,101.19,1113.09,6,1,0.634,12,11.94,2,467,0,1,0
108113,28,Female,West,22100.0,36,Premium,10,276.33,2763.3,68,0,0.182,4,14.72,0,1473,1,1,0
108114,48,Male,South,73700.0,97,Basic,4,17.15,68.6,97,0,0.469,2,10.16,2,54,0,1,0
108115,33,Male,Central,48300.0,58,Premium,14,93.1,1303.4,160,0,0.416,18,10.87,2,688,1,1,0
108116,46,Male,West,57500.0,39,Standard,11,32.4,356.4,35,2,0.205,14,10.07,0,486,0,0,0
108117,25,Female,North,54000.0,62,Basic,5,23.34,116.7,11,0,0.808,9,11.94,1,0,0,1,0
108118,21,Female,East,21900.0,17,Standard,8,79.53,636.24,45,1,0.255,3,9.97,0,193,1,1,0
108119,49,Male,North,75300.0,15,Standard,6,64.16,384.96,2,0,0.589,12,17.84,1,349,0,1,0
108120,42,Female,East,47900.0,25,Standard,9,83.29,749.61,5,1,0.41,6,14.87,2,323,2,1,0
108121,51,Female,North,50400.0,26,Basic,1,53.72,53.72,7,0,0.492,9,11.89,1,191,0,1,0
108122,32,Female,East,22700.0,54,Standard,9,88.85,799.65,69,1,,6,7.81,0,527,0,1,1
108123,29,Female,South,60600.0,45,Standard,8,47.82,382.56,132,1,0.556,2,1.58,1,229,1,0,1
108124,57,Male,East,81000.0,4,Premium,13,77.06,1001.78,11,0,0.579,10,13.21,1,752,1,0,1
108125,19,Male,East,22300.0,46,Standard,8,74.16,593.28,11,0,0.448,3,6.67,2,360,0,0,0
108126,55,Female,South,70800.0,22,Premium,9,52.35,471.15,104,0,0.207,15,7.6,0,348,1,0,1
108127,56,Male,South,65900.0,32,Premium,11,20.48,225.28,40,1,0.404,5,4.63,1,0,1,1,0
108128,50,Female,East,53500.0,24,Standard,8,32.43,259.44,17,1,0.393,2,3.66,0,0,0,0,0
108129,30,Female,East,,16,Basic,7,34.92,244.44,35,0,0.027,10,,1,273,0,1,1
108130,28,Female,Central,,32,Standard,7,61.19,428.33,9,0,0.25,1,6.75,2,550,1,0,0
108131,36,Male,South,15000.0,15,Premium,14,43.43,608.02,30,2,0.318,8,5.43,0,66,0,1,0
108132,22,Female,East,35400.0,23,Basic,3,20.18,60.54,37,0,,3,30.44,3,0,0,1,1
108133,26,Male,Central,36500.0,13,Standard,12,14.91,178.92,10,1,0.399,1,5.93,1,0,0,0,0
108134,47,Female,West,47200.0,10,Premium,7,36.34,254.38,15,1,0.303,3,3.7,3,165,1,0,1
108135,47,Male,South,43100.0,94,Standard,6,69.81,418.86,1,0,0.362,2,3.29,0,279,1,0,0
108136,25,Female,South,15000.0,18,Premium,9,165.27,1487.43,47,1,0.655,7,4.56,0,766,1,1,0
108137,48,Male,Central,51400.0,23,Standard,6,24.04,144.24,1,0,0.473,7,3.35,1,128,1,1,0
108138,45,Male,South,41400.0,57,Premium,17,117.29,1993.93,121,1,0.657,17,7.48,0,1272,0,0,0
108139,59,Female,South,80500.0,28,Premium,8,161.47,1291.76,47,1,0.106,9,13.08,0,672,0,1,0
108140,46,Male,East,61800.0,13,Standard,12,17.32,207.84,19,1,0.05,16,15.92,3,336,1,1,0
108141,53,Male,North,54500.0,13,Standard,7,128.07,896.49,67,0,0.318,2,1.71,0,340,0,0,1
108142,45,Female,East,61000.0,12,Premium,13,108.26,1407.38,28,0,0.444,6,25.2,0,724,0,1,0
108143,52,Male,Central,58800.0,75,Standard,7,40.17,281.19,86,0,0.513,5,49.5,3,92,0,1,0
108144,22,Male,Central,28000.0,4,Standard,9,50.86,457.74,56,1,0.185,19,3.58,2,236,2,0,1
108145,37,Female,East,45300.0,11,Standard,5,39.65,198.25,18,1,0.203,4,14.44,1,301,2,0,1
108146,38,Male,Central,71800.0,18,Basic,4,27.65,110.6,41,0,0.292,11,6.68,0,190,0,1,0
108147,36,Female,West,54100.0,18,Premium,5,57.83,289.15,35,1,0.368,11,2.16,2,181,0,1,1
108148,45,Male,Central,49500.0,17,Basic,5,17.73,88.65,143,0,0.773,22,13.91,1,414,1,0,1
108149,47,Male,Central,68100.0,36,Basic,4,57.21,228.84,108,0,0.312,16,4.93,0,297,0,1,1
108150,44,Non-binary,Central,64700.0,30,Basic,10,15.45,154.5,21,0,0.647,3,2.61,1,0,0,0,0
108151,37,Male,South,49700.0,15,Standard,7,44.11,308.77,4,0,0.553,5,5.62,2,344,0,1,1
108152,29,Male,North,33900.0,18,Premium,12,45.05,540.6,34,1,0.653,7,19.55,0,476,2,1,0
108153,53,Female,North,55700.0,112,Standard,8,15.8,126.4,26,0,0.642,8,19.46,1,383,1,1,0
108154,44,Female,West,37600.0,31,Basic,5,12.57,62.85,11,0,0.161,7,9.73,1,230,0,1,0
108155,26,Male,Central,38100.0,1,Basic,1,58.38,58.38,12,0,0.046,5,12.09,2,0,1,1,1
108156,36,Female,Central,36600.0,13,Basic,4,37.82,151.28,112,0,0.8,1,4.34,0,0,0,0,1
108157,18,Male,Central,21900.0,17,Premium,6,135.89,815.34,62,0,0.436,11,7.91,1,288,1,1,0
108158,39,Female,West,56700.0,92,Basic,3,5.0,15.0,3,1,0.243,8,8.74,1,139,0,0,0
108159,36,Female,East,68700.0,18,Premium,10,52.88,528.8,46,0,0.08,4,8.22,0,85,0,1,0
108160,32,Female,South,,19,Basic,3,28.55,85.65,17,0,0.442,2,2.25,0,145,0,1,0
108161,60,Male,East,66400.0,6,Standard,2,43.42,86.84,27,0,0.577,6,9.49,2,0,0,1,1
108162,24,Female,North,33400.0,26,Premium,9,67.36,606.24,21,1,0.635,6,2.22,1,164,1,1,0
108163,48,Female,West,72400.0,43,Standard,7,120.63,844.41,51,1,0.39,6,1.61,1,418,0,1,0
108164,67,Non-binary,West,80000.0,25,Standard,4,49.44,197.76,13,0,0.25,7,7.39,1,374,1,0,0
108165,53,Male,North,64000.0,18,Basic,7,25.37,177.59,92,0,0.316,3,6.8,0,0,1,0,1
108166,39,Male,East,51700.0,22,Standard,7,54.56,381.92,79,0,0.325,7,,1,160,1,1,0
108167,24,Female,East,15000.0,41,Premium,12,79.23,950.76,9,1,0.296,7,14.21,2,360,0,1,0
108168,21,Female,West,,20,Basic,6,30.46,182.76,19,0,0.368,5,1.24,2,326,0,0,1
108169,34,Male,West,30900.0,21,Premium,11,136.83,1505.13,36,0,0.496,5,13.05,2,781,1,1,0
108170,30,Female,South,44900.0,34,Basic,1,48.0,48.0,31,0,0.393,7,3.48,1,0,0,0,1
108171,30,Female,West,29100.0,16,Standard,7,32.36,226.52,23,1,0.43,4,3.77,0,205,0,1,0
108172,35,Male,North,52400.0,12,Basic,4,61.66,246.64,17,0,0.502,6,12.43,2,0,2,1,1
108173,38,Female,South,44900.0,6,Basic,5,5.52,27.6,185,0,0.107,23,20.14,0,0,0,1,1
108174,45,Male,East,37600.0,23,Standard,5,74.22,371.1,33,0,0.062,8,6.23,0,391,2,1,0
108175,23,Female,West,28700.0,15,Standard,6,73.8,442.8,64,0,0.382,2,13.09,0,309,1,1,0
108176,30,Female,Central,70300.0,46,Standard,5,77.0,385.0,15,0,0.526,9,4.02,3,453,1,0,0
108177,37,Female,North,15000.0,21,Standard,8,53.12,424.96,39,0,0.66,5,3.27,2,51,0,1,0
108178,36,Male,West,47400.0,43,Standard,9,154.64,1391.76,2,1,0.656,5,3.77,1,635,0,0,0
108179,63,Male,Central,56600.0,37,Basic,5,7.61,38.05,86,2,0.337,3,14.96,2,0,0,1,1
108180,42,Male,Central,70100.0,5,Standard,9,31.38,282.42,7,1,0.337,14,6.73,0,18,0,1,0
108181,18,Female,South,39400.0,9,Standard,4,23.79,95.16,26,0,0.309,2,5.38,2,183,0,1,0
108182,44,Male,North,55300.0,79,Standard,6,51.55,309.3,92,0,0.274,2,7.85,1,57,1,0,1
108183,46,Male,East,67400.0,16,Standard,9,98.62,887.58,29,2,0.328,1,11.3,1,424,1,1,1
108184,37,Male,Central,49500.0,32,Standard,9,18.35,165.15,23,1,0.334,4,2.09,0,231,0,1,0
108185,23,Male,South,32800.0,23,Standard,4,34.75,139.0,35,0,0.321,12,8.45,1,151,1,1,0
108186,62,Male,East,61400.0,5,Basic,3,70.16,210.48,24,0,0.575,9,14.06,3,211,1,1,1
108187,25,Male,Central,29600.0,13,Standard,4,6.69,26.76,35,0,0.667,10,6.87,5,9,0,0,1
108188,48,Female,South,50000.0,11,Standard,14,41.13,575.82,29,2,0.393,7,16.87,0,395,0,1,1
108189,42,Male,East,50900.0,40,Standard,6,103.64,621.84,23,0,,6,10.37,2,496,0,0,0
108190,47,Female,Central,29100.0,13,Premium,9,60.3,542.7,162,0,0.338,9,15.01,1,263,0,1,1
108191,61,Non-binary,South,83300.0,34,Standard,7,47.37,331.59,83,0,0.218,13,5.41,3,378,3,0,1
108192,46,Female,South,81900.0,8,Premium,15,60.33,904.95,163,0,0.079,5,4.57,2,401,1,0,1
108193,32,Female,South,35200.0,2,Basic,4,42.09,168.36,104,0,0.682,9,7.84,0,218,1,1,1
108194,53,Female,East,77700.0,27,Premium,15,150.06,2250.9,12,2,0.295,2,4.77,5,715,0,1,0
108195,31,Male,North,38500.0,33,Standard,7,41.1,287.7,59,0,0.831,3,3.92,0,40,0,1,0
108196,41,Female,North,41400.0,18,Standard,8,186.29,1490.32,39,1,0.727,8,5.15,0,621,0,1,0
108197,22,Male,South,26500.0,26,Premium,8,74.5,596.0,32,0,0.339,13,7.75,1,438,2,1,0
108198,26,Male,East,36800.0,7,Premium,17,76.75,1304.75,61,1,0.195,10,13.9,1,915,1,1,1
108199,40,Female,West,38800.0,20,Basic,3,48.48,145.44,5,0,0.264,3,8.41,1,86,0,0,1
108200,44,Male,East,61200.0,46,Basic,7,48.61,340.27,34,0,0.576,14,23.35,2,517,0,0,1
108201,18,Male,West,20700.0,80,Standard,7,28.53,199.71,65,0,0.59,11,19.09,0,363,2,1,0
108202,45,Male,Central,38600.0,23,Basic,4,33.04,132.16,39,0,0.15,7,1.95,0,149,0,1,1
108203,28,Female,West,37200.0,31,Basic,9,13.35,120.15,17,1,0.166,3,16.16,3,5,0,0,1
108204,56,Male,East,54400.0,47,Basic,3,33.18,99.54,71,0,0.184,4,4.48,4,51,0,1,1
108205,34,Female,North,38600.0,27,Basic,4,6.14,24.56,17,0,0.882,10,11.04,2,293,1,0,0
108206,24,Male,South,32900.0,32,Standard,7,39.86,279.02,60,1,0.363,14,9.57,1,470,0,1,1
108207,40,Male,South,30100.0,64,Basic,5,47.33,236.65,45,2,0.363,4,21.12,3,78,0,1,1
108208,27,Female,East,57000.0,31,Standard,6,5.0,30.0,10,0,0.668,16,15.03,1,281,1,1,0
108209,55,Female,Central,74500.0,19,Basic,3,20.05,60.15,3,0,0.795,5,10.49,0,114,1,1,0
108210,39,Male,South,39100.0,64,Standard,6,111.74,670.44,43,1,0.221,5,7.09,0,261,2,1,0
108211,37,Female,North,45800.0,29,Premium,11,25.19,277.09,90,0,0.641,3,7.25,1,405,2,1,0
108212,47,Female,West,64500.0,9,Basic,5,42.3,211.5,21,1,,5,1.45,1,108,0,1,1
108213,26,Female,Central,38500.0,21,Premium,10,35.36,353.6,31,1,0.358,3,21.12,1,408,2,0,0
108214,22,Male,West,58100.0,87,Premium,15,44.4,666.0,44,2,0.344,17,9.26,1,482,1,1,0
108215,44,Female,North,49400.0,50,Basic,7,65.23,456.61,50,1,0.109,9,7.74,0,360,0,1,0
108216,25,Female,East,51300.0,16,Basic,4,52.09,208.36,64,0,0.494,9,11.34,0,87,0,0,1
108217,25,Non-binary,South,,54,Basic,3,18.1,54.3,8,1,0.215,7,5.93,3,57,0,0,0
108218,50,Male,East,41900.0,20,Premium,16,44.6,713.6,35,0,0.15,6,7.11,1,441,0,0,0
108219,46,Male,West,78200.0,13,Basic,4,19.17,76.68,23,0,0.479,6,8.3,1,172,0,0,0
108220,23,Male,West,26700.0,47,Standard,7,41.76,292.32,52,0,0.438,8,12.1,1,272,0,1,0
108221,31,Female,South,24000.0,9,Basic,3,17.24,51.72,7,0,0.203,3,7.55,1,0,1,0,1
108222,27,Female,Central,35900.0,13,Basic,4,71.15,284.6,17,0,0.382,14,22.06,1,151,0,1,1
108223,62,Female,North,87500.0,27,Premium,15,35.32,529.8,50,2,0.389,5,9.09,1,164,0,1,0
108224,51,Female,North,48700.0,30,Premium,7,32.51,227.57,18,0,0.583,9,11.12,1,42,1,1,0
108225,34,Female,West,42600.0,42,Basic,7,38.07,266.49,33,1,0.559,15,6.69,1,392,0,0,0
108226,46,Male,East,28600.0,11,Standard,4,88.06,352.24,124,0,0.377,3,8.12,1,262,0,1,1
108227,21,Female,East,24300.0,27,Standard,9,39.83,358.47,59,1,0.203,2,10.77,1,310,0,0,1
108228,30,Female,South,53400.0,3,Basic,6,38.5,231.0,60,0,0.476,3,8.1,1,0,0,0,1
108229,40,Male,North,,4,Standard,8,56.61,452.88,37,0,0.411,8,9.8,0,249,1,1,0
108230,45,Female,North,35800.0,14,Premium,10,134.89,1348.9,52,0,0.262,3,6.31,1,847,3,0,0
108231,38,Male,West,36100.0,42,Standard,7,60.28,421.96,15,1,0.25,12,32.0,0,649,0,0,0
108232,42,Female,South,42300.0,35,Standard,4,19.7,78.8,2,0,0.159,4,3.75,1,120,0,1,0
108233,40,Male,Central,59600.0,20,Standard,7,15.83,110.81,108,0,0.67,8,5.14,2,0,0,1,1
108234,37,Female,West,51400.0,5,Premium,7,43.68,305.76,19,1,0.311,7,13.54,3,103,1,0,1
108235,35,Female,West,52200.0,30,Standard,11,41.04,451.44,60,0,0.163,3,9.1,1,180,1,0,1
108236,33,Male,Central,42600.0,120,Premium,12,47.9,574.8,5,0,0.242,16,30.93,1,378,1,0,0
108237,42,Female,West,42100.0,24,Premium,6,101.91,611.46,96,2,0.408,9,3.56,0,288,1,1,1
108238,44,Female,East,41800.0,9,Basic,6,34.86,209.16,14,0,0.344,4,11.4,2,231,1,1,1
108239,42,Female,Central,56900.0,23,Standard,5,53.38,266.9,17,0,0.305,7,3.34,1,417,0,0,0
108240,24,Male,South,55900.0,6,Basic,5,9.65,48.25,66,0,0.617,1,9.89,0,0,0,1,1
108241,26,Female,North,22400.0,16,Premium,11,107.82,1186.02,9,0,0.32,1,3.26,1,849,1,1,0
108242,44,Male,East,38400.0,40,Basic,3,12.81,38.43,65,0,0.287,10,7.27,1,0,1,1,1
108243,58,Male,North,50100.0,61,Basic,3,36.43,109.29,74,1,0.323,5,5.86,0,312,0,0,1
108244,41,Male,West,61500.0,19,Basic,8,20.57,164.56,34,0,,11,4.12,2,439,0,1,0
108245,34,Male,Central,42600.0,8,Premium,15,116.14,1742.1,64,0,0.276,2,9.15,4,1115,2,0,1
108246,42,Female,West,58600.0,42,Premium,9,67.63,608.67,51,2,0.63,8,13.94,0,47,0,0,0
108247,24,Male,North,26600.0,29,Standard,8,45.38,363.04,21,0,0.406,4,2.14,1,542,0,0,0
108248,56,Female,North,72800.0,23,Standard,6,119.83,718.98,49,0,0.556,5,22.65,3,445,1,1,1
108249,41,Female,South,45800.0,26,Standard,10,125.39,1253.9,162,1,0.074,10,9.57,1,794,0,0,1
108250,30,Male,North,17800.0,20,Standard,3,22.51,67.53,60,0,0.599,8,1.71,0,351,0,0,1
108251,37,Male,East,59000.0,24,Basic,3,42.49,127.47,21,0,0.288,15,11.24,2,0,1,0,1
108252,32,Female,West,40800.0,28,Basic,4,72.81,291.24,56,0,0.609,6,7.78,1,153,0,1,1
108253,56,Non-binary,West,59800.0,30,Standard,6,42.43,254.58,76,0,0.634,5,3.59,0,204,0,1,1
108254,36,Male,East,49000.0,26,Basic,7,6.44,45.08,9,0,0.552,6,4.31,2,171,0,0,0
108255,41,Female,South,29600.0,12,Standard,13,68.98,896.74,19,1,0.491,6,1.35,2,402,0,1,0
108256,46,Male,North,60600.0,77,Premium,11,31.58,347.38,89,0,,9,9.58,2,307,0,1,0
108257,29,Male,East,30100.0,23,Standard,5,88.78,443.9,12,0,0.279,4,0.72,0,225,0,0,0
108258,42,Male,South,48600.0,5,Standard,6,21.66,129.96,57,0,0.062,5,3.04,1,354,1,1,1
108259,43,Male,South,67700.0,21,Basic,2,27.9,55.8,29,0,0.575,6,2.3,0,0,0,1,1
108260,19,Female,West,37900.0,22,Basic,4,32.26,129.04,58,1,0.54,5,10.76,3,55,0,1,1
108261,42,Male,South,48300.0,13,Basic,9,33.1,297.9,62,0,0.665,2,3.27,1,387,0,0,0
108262,38,Female,North,45600.0,10,Basic,3,28.48,85.44,19,0,0.659,7,23.79,1,0,0,1,0
108263,41,Male,East,15000.0,28,Premium,15,290.2,4353.0,88,2,0.331,3,7.11,1,2247,0,1,0
108264,39,Male,South,36400.0,27,Premium,7,62.95,440.65,31,1,0.549,5,1.57,0,99,1,1,0
108265,42,Male,West,53100.0,9,Standard,7,79.09,553.63,8,0,0.374,7,16.25,0,523,1,1,0
108266,56,Female,North,53400.0,28,Standard,7,115.58,809.06,1,0,0.744,7,6.82,0,532,0,1,0
108267,24,Male,Central,15100.0,33,Basic,6,41.53,249.18,48,1,0.315,14,3.2,2,89,1,1,1
108268,35,Male,East,50900.0,8,Basic,3,14.86,44.58,124,0,0.121,4,8.4,2,221,1,1,1
108269,48,Female,North,74800.0,20,Basic,5,20.96,104.8,26,1,0.49,3,12.92,0,92,1,1,1
108270,45,Female,North,43600.0,77,Premium,7,90.54,633.78,1,0,0.273,12,10.23,1,381,1,0,0
108271,45,Female,Central,65900.0,38,Standard,11,144.43,1588.73,0,0,0.244,12,4.27,0,1070,3,1,0
108272,75,Male,East,92300.0,38,Basic,5,27.06,135.3,65,0,0.435,9,3.96,0,355,1,0,0
108273,47,Female,West,,39,Basic,11,60.82,669.02,35,0,0.245,4,2.45,1,520,0,1,0
108274,54,Male,Central,52000.0,53,Basic,4,10.85,43.4,46,0,0.339,5,3.47,1,90,2,0,0
108275,35,Male,South,69400.0,14,Basic,6,54.83,328.98,67,1,0.421,7,7.35,2,228,0,1,1
108276,26,Male,East,20000.0,5,Basic,6,14.84,89.04,6,1,0.39,8,2.05,1,108,2,1,1
108277,35,Male,West,35600.0,20,Basic,4,16.37,65.48,12,0,0.199,5,4.22,0,93,2,1,0
108278,48,Female,West,84000.0,16,Premium,11,89.77,987.47,2,0,0.169,5,8.7,0,519,0,1,0
108279,44,Female,South,44700.0,18,Basic,4,56.41,225.64,8,1,0.376,13,5.41,1,337,2,1,0
108280,44,Female,Central,71600.0,40,Standard,5,37.21,186.05,5,0,0.556,3,4.58,0,0,1,1,0
108281,36,Male,East,30800.0,14,Basic,10,34.61,346.1,87,0,0.386,6,7.78,1,163,0,1,0
108282,34,Male,Central,45100.0,79,Basic,4,47.14,188.56,32,0,0.558,7,11.54,1,277,0,0,0
108283,37,Male,North,61300.0,4,Basic,9,21.32,191.88,11,0,0.105,9,5.18,2,87,0,1,1
108284,48,Male,East,50000.0,56,Standard,5,76.92,384.6,30,0,0.2,23,1.99,1,513,0,1,0
108285,50,Male,North,59800.0,7,Basic,5,35.19,175.95,71,0,0.403,5,9.56,0,85,3,0,1
108286,26,Non-binary,Central,46000.0,39,Standard,8,89.39,715.12,91,1,0.388,1,2.67,2,465,1,1,1
108287,49,Male,South,44800.0,38,Basic,8,50.31,402.48,14,0,0.651,3,8.59,0,231,1,1,0
108288,31,Female,West,71700.0,20,Premium,12,51.79,621.48,27,2,0.055,13,11.3,0,261,2,0,1
108289,45,Female,North,68200.0,42,Basic,6,58.95,353.7,17,0,0.567,5,7.11,1,88,1,1,0
108290,37,Male,North,41000.0,13,Premium,8,52.87,422.96,104,0,0.229,7,1.99,0,366,1,0,1
108291,59,Male,South,63700.0,11,Standard,7,61.6,431.2,17,0,0.277,2,8.42,0,332,3,1,0
108292,34,Male,West,70000.0,40,Premium,11,32.01,352.11,66,1,0.545,12,1.2,0,202,1,0,0
108293,41,Female,South,44900.0,17,Premium,10,80.46,804.6,15,0,0.453,4,5.41,0,238,0,1,0
108294,47,Male,West,48900.0,73,Standard,4,30.82,123.28,58,1,0.217,4,3.88,1,46,0,1,0
108295,28,Female,West,53500.0,40,Standard,8,106.26,850.08,121,1,0.494,10,14.81,3,571,1,1,1
108296,38,Female,Central,27400.0,31,Standard,4,67.28,269.12,19,0,0.807,1,6.71,2,221,2,0,0
108297,36,Male,West,44000.0,18,Premium,13,92.15,1197.95,31,1,0.437,11,9.85,0,595,0,1,0
108298,32,Male,East,42500.0,9,Standard,3,103.79,311.37,81,2,0.633,4,4.79,1,0,2,1,1
108299,33,Female,East,,49,Premium,9,172.64,1553.76,10,1,0.226,8,14.23,0,766,1,1,0
108300,53,Female,North,39300.0,49,Basic,3,14.58,43.74,14,0,0.313,4,7.46,0,0,0,1,0
108301,31,Male,East,41300.0,14,Basic,3,47.41,142.23,37,0,0.718,2,4.68,2,1,0,1,1
108302,46,Female,Central,64200.0,8,Basic,10,70.23,702.3,23,0,0.383,3,13.71,1,637,0,0,1
108303,43,Female,North,42200.0,26,Standard,9,36.15,325.35,117,0,0.464,16,4.03,0,356,1,0,1
108304,21,Male,North,15000.0,25,Premium,10,87.49,874.9,21,1,0.513,11,16.84,2,536,1,0,0
108305,46,Male,East,72200.0,44,Basic,10,37.91,379.1,41,0,0.656,16,12.36,1,483,0,1,0
108306,21,Female,West,38200.0,20,Standard,6,36.29,217.74,10,0,0.492,11,1.7,1,231,0,1,0
108307,47,Male,South,50500.0,68,Standard,8,99.51,796.08,58,0,0.13,5,6.08,1,230,1,1,0
108308,32,Male,Central,54200.0,35,Standard,10,35.7,357.0,40,0,0.133,14,8.65,0,227,0,0,0
108309,39,Female,South,,75,Basic,2,35.97,71.94,100,1,0.923,9,4.0,1,89,1,1,1
108310,22,Female,East,56800.0,8,Basic,3,42.36,127.08,58,0,0.665,9,7.59,2,81,1,1,1
108311,41,Female,Central,59100.0,28,Standard,5,26.48,132.4,14,0,0.479,6,6.18,3,0,0,1,0
108312,51,Female,South,39900.0,64,Basic,3,41.11,123.33,116,0,0.552,13,2.39,1,181,0,0,1
108313,29,Male,East,29200.0,8,Standard,6,209.46,1256.76,48,1,0.61,6,4.48,3,537,0,1,1
